ImageID,Label
1103,1
1104,1
1105,1
1106,6
1107,0
1108,6
1109,4
1110,4
1111,7
1112,1
1113,9
1114,6
1115,5
1116,3
1117,6
1118,3
1119,9
1120,3
1121,8
1122,7
1123,5
1124,2
1125,2
1126,2
1127,9
1128,1
1129,4
1130,8
1131,3
1132,1
1133,9
1134,5
1135,8
1136,4
1137,8
1138,9
1139,8
1140,6
1141,9
1142,1
1143,3
1144,9
1145,9
1146,4
1147,0
1148,8
1149,0
1150,6
1151,3
1152,2
1153,2
1154,1
1155,7
1156,3
1157,2
1158,2
1159,9
1160,8
1161,5
1162,7
1163,3
1164,4
1165,5
1166,4
1167,4
1168,6
1169,6
1170,1
1171,3
1172,4
1173,7
1174,6
1175,2
1176,6
1177,2
1178,7
1179,2
1180,8
1181,5
1182,8
1183,7
1184,4
1185,6
1186,1
1187,1
1188,3
1189,7
1190,0
1191,4
1192,1
1193,6
1194,4
1195,3
1196,4
1197,7
1198,1
1199,8
1200,5
1201,6
1202,4
1203,4
1204,9
1205,0
1206,5
1207,5
1208,4
1209,4
1210,1
1211,0
1212,2
1213,7
1214,9
1215,4
1216,9
1217,7
1218,7
1219,9
1220,8
1221,4
1222,2
1223,3
1224,1
1225,0
1226,7
1227,6
1228,9
1229,1
1230,9
1231,6
1232,8
1233,2
1234,9
1235,8
1236,3
1237,1
1238,4
1239,9
1240,6
1241,6
1242,5
1243,6
1244,6
1245,4
1246,0
1247,2
1248,4
1249,9
1250,9
1251,5
1252,0
1253,9
1254,1
1255,1
1256,6
1257,0
1258,2
1259,8
1260,2
1261,2
1262,7
1263,2
1264,2
1265,2
1266,9
1267,5
1268,6
1269,9
1270,8
1271,2
1272,8
1273,7
1274,7
1275,8
1276,6
1277,8
1278,1
1279,1
1280,6
1281,1
1282,2
1283,7
1284,6
1285,3
1286,0
1287,0
1288,9
1289,1
1290,5
1291,9
1292,3
1293,7
1294,2
1295,7
1296,1
1297,1
1298,3
1299,1
1300,1
1301,9
1302,8
1303,5
1304,7
1305,6
1306,3
1307,1
1308,4
1309,1
1310,5
1311,8
1312,2
1313,7
1314,8
1315,8
1316,4
1317,4
1318,4
1319,4
1320,9
1321,2
1322,6
1323,7
1324,0
1325,6
1326,0
1327,1
1328,1
1329,5
1330,8
1331,7
1332,5
1333,5
1334,2
1335,5
1336,0
1337,8
1338,6
1339,5
1340,4
1341,9
1342,1
1343,7
1344,7
1345,7
1346,6
1347,3
1348,8
1349,2
1350,6
1351,6
1352,1
1353,4
1354,9
1355,9
1356,4
1357,4
1358,6
1359,6
1360,1
1361,4
1362,4
1363,1
1364,7
1365,6
1366,1
1367,6
1368,4
1369,0
1370,0
1371,5
1372,1
1373,0
1374,9
1375,6
1376,6
1377,9
1378,3
1379,8
1380,2
1381,9
1382,4
1383,3
1384,9
1385,7
1386,9
1387,1
1388,0
1389,0
1390,7
1391,4
1392,8
1393,2
1394,2
1395,9
1396,7
1397,2
1398,1
1399,5
1400,8
1401,0
1402,4
1403,7
1404,1
1405,6
1406,2
1407,2
1408,9
1409,1
1410,2
1411,7
1412,5
1413,2
1414,3
1415,9
1416,3
1417,4
1418,6
1419,9
1420,3
1421,9
1422,5
1423,0
1424,6
1425,0
1426,4
1427,4
1428,7
1429,3
1430,1
1431,0
1432,8
1433,9
1434,3
1435,8
1436,3
1437,4
1438,9
1439,0
1440,9
1441,1
1442,9
1443,8
1444,5
1445,9
1446,2
1447,7
1448,4
1449,4
1450,7
1451,3
1452,5
1453,6
1454,9
1455,9
1456,1
1457,2
1458,1
1459,1
1460,9
1461,5
1462,5
1463,8
1464,7
1465,0
1466,6
1467,3
1468,6
1469,4
1470,2
1471,5
1472,2
1473,6
1474,2
1475,9
1476,5
1477,8
1478,9
1479,1
1480,7
1481,2
1482,0
1483,2
1484,3
1485,4
1486,7
1487,3
1488,9
1489,3
1490,9
1491,0
1492,4
1493,7
1494,2
1495,4
1496,8
1497,1
1498,3
1499,1
1500,0
1501,4
1502,6
1503,2
1504,9
1505,3
1506,5
1507,8
1508,1
1509,8
1510,2
1511,2
1512,7
1513,1
1514,4
1515,3
1516,6
1517,3
1518,0
1519,7
1520,0
1521,1
1522,5
1523,1
1524,9
1525,1
1526,4
1527,4
1528,8
1529,5
1530,1
1531,9
1532,3
1533,3
1534,0
1535,9
1536,6
1537,5
1538,8
1539,9
1540,2
1541,6
1542,3
1543,2
1544,0
1545,2
1546,6
1547,7
1548,7
1549,3
1550,7
1551,6
1552,4
1553,1
1554,2
1555,4
1556,6
1557,7
1558,0
1559,3
1560,9
1561,1
1562,6
1563,4
1564,3
1565,6
1566,3
1567,4
1568,1
1569,7
1570,7
1571,2
1572,9
1573,5
1574,2
1575,4
1576,7
1577,2
1578,0
1579,2
1580,1
1581,3
1582,7
1583,7
1584,4
1585,9
1586,4
1587,4
1588,2
1589,9
1590,4
1591,7
1592,1
1593,8
1594,6
1595,8
1596,8
1597,2
1598,1
1599,5
1600,6
1601,4
1602,1
1603,2
1604,8
1605,3
1606,7
1607,7
1608,9
1609,9
1610,7
1611,3
1612,4
1613,5
1614,2
1615,1
1616,6
1617,2
1618,0
1619,9
1620,5
1621,1
1622,7
1623,9
1624,4
1625,3
1626,1
1627,2
1628,2
1629,4
1630,7
1631,9
1632,8
1633,3
1634,9
1635,8
1636,2
1637,1
1638,7
1639,6
1640,8
1641,3
1642,8
1643,4
1644,7
1645,1
1646,7
1647,6
1648,3
1649,6
1650,7
1651,7
1652,5
1653,3
1654,3
1655,4
1656,7
1657,4
1658,4
1659,7
1660,5
1661,0
1662,2
1663,9
1664,8
1665,7
1666,9
1667,2
1668,2
1669,0
1670,1
1671,2
1672,8
1673,7
1674,2
1675,5
1676,5
1677,1
1678,1
1679,3
1680,9
1681,9
1682,7
1683,7
1684,1
1685,0
1686,4
1687,1
1688,1
1689,5
1690,7
1691,5
1692,9
1693,2
1694,2
1695,1
1696,5
1697,5
1698,9
1699,0
1700,3
1701,9
1702,3
1703,3
1704,3
1705,2
1706,7
1707,4
1708,0
1709,2
1710,8
1711,9
1712,5
1713,8
1714,0
1715,1
1716,2
1717,7
1718,8
1719,0
1720,3
1721,9
1722,7
1723,4
1724,7
1725,9
1726,0
1727,8
1728,3
1729,2
1730,6
1731,1
1732,3
1733,3
1734,6
1735,0
1736,4
1737,7
1738,1
1739,9
1740,7
1741,8
1742,9
1743,7
1744,0
1745,0
1746,4
1747,9
1748,7
1749,0
1750,0
1751,0
1752,1
1753,5
1754,6
1755,4
1756,3
1757,6
1758,3
1759,6
1760,3
1761,7
1762,1
1763,9
1764,6
1765,9
1766,2
1767,8
1768,3
1769,8
1770,0
1771,7
1772,9
1773,0
1774,5
1775,5
1776,1
1777,7
1778,2
1779,8
1780,6
1781,6
1782,5
1783,7
1784,5
1785,4
1786,1
1787,3
1788,7
1789,0
1790,3
1791,1
1792,4
1793,0
1794,7
1795,5
1796,6
1797,9
1798,4
1799,8
1800,4
1801,4
1802,2
1803,2
1804,2
1805,4
1806,9
1807,9
1808,2
1809,7
1810,1
1811,3
1812,1
1813,0
1814,2
1815,7
1816,2
1817,7
1818,1
1819,4
1820,1
1821,9
1822,6
1823,8
1824,6
1825,8
1826,9
1827,6
1828,5
1829,6
1830,6
1831,7
1832,3
1833,0
1834,8
1835,5
1836,9
1837,7
1838,1
1839,4
1840,1
1841,5
1842,6
1843,5
1844,1
1845,3
1846,9
1847,5
1848,3
1849,6
1850,5
1851,7
1852,5
1853,1
1854,3
1855,1
1856,2
1857,1
1858,7
1859,6
1860,0
1861,4
1862,0
1863,9
1864,0
1865,6
1866,9
1867,8
1868,7
1869,0
1870,8
1871,2
1872,9
1873,6
1874,0
1875,4
1876,4
1877,4
1878,0
1879,7
1880,1
1881,4
1882,2
1883,0
1884,7
1885,5
1886,2
1887,2
1888,0
1889,7
1890,2
1891,8
1892,0
1893,9
1894,5
1895,6
1896,9
1897,6
1898,6
1899,9
1900,8
1901,9
1902,1
1903,3
1904,9
1905,3
1906,6
1907,0
1908,7
1909,8
1910,7
1911,3
1912,2
1913,1
1914,6
1915,3
1916,5
1917,0
1918,7
1919,6
1920,6
1921,7
1922,8
1923,1
1924,3
1925,4
1926,3
1927,5
1928,5
1929,1
1930,6
1931,4
1932,1
1933,4
1934,1
1935,1
1936,1
1937,5
1938,8
1939,6
1940,1
1941,3
1942,1
1943,0
1944,6
1945,1
1946,1
1947,0
1948,5
1949,2
1950,3
1951,7
1952,3
1953,5
1954,6
1955,1
1956,6
1957,3
1958,3
1959,8
1960,4
1961,5
1962,8
1963,8
1964,5
1965,7
1966,5
1967,2
1968,8
1969,8
1970,0
1971,7
1972,3
1973,9
1974,6
1975,1
1976,8
1977,6
1978,0
1979,3
1980,1
1981,4
1982,9
1983,1
1984,1
1985,0
1986,0
1987,7
1988,3
1989,1
1990,3
1991,1
1992,5
1993,3
1994,6
1995,0
1996,7
1997,3
1998,6
1999,6
2000,2
2001,7
2002,4
2003,4
2004,0
2005,8
2006,6
2007,9
2008,3
2009,3
2010,3
2011,2
2012,5
2013,5
2014,4
2015,1
2016,4
2017,6
2018,4
2019,2
2020,6
2021,1
2022,9
2023,6
2024,0
2025,1
2026,7
2027,5
2028,4
2029,3
2030,1
2031,4
2032,2
2033,2
2034,6
2035,3
2036,1
2037,0
2038,2
2039,4
2040,2
2041,5
2042,8
2043,2
2044,3
2045,3
2046,7
2047,7
2048,0
2049,2
2050,8
2051,8
2052,7
2053,8
2054,7
2055,5
2056,3
2057,7
2058,4
2059,8
2060,1
2061,7
2062,4
2063,4
2064,8
2065,0
2066,6
2067,5
2068,7
2069,3
2070,2
2071,1
2072,9
2073,5
2074,5
2075,2
2076,8
2077,7
2078,6
2079,0
2080,9
2081,6
2082,6
2083,4
2084,5
2085,2
2086,9
2087,5
2088,4
2089,8
2090,1
2091,2
2092,2
2093,5
2094,3
2095,0
2096,5
2097,5
2098,7
2099,8
2100,5
2101,0
2102,9
2103,2
2104,7
2105,0
2106,8
2107,4
2108,0
2109,7
2110,0
2111,7
2112,9
2113,5
2114,8
2115,6
2116,8
2117,3
2118,7
2119,0
2120,1
2121,6
2122,1
2123,2
2124,8
2125,9
2126,7
2127,8
2128,6
2129,2
2130,8
2131,6
2132,9
2133,1
2134,7
2135,4
2136,8
2137,2
2138,1
2139,6
2140,7
2141,7
2142,2
2143,0
2144,7
2145,0
2146,2
2147,1
2148,1
2149,8
2150,5
2151,2
2152,7
2153,6
2154,5
2155,4
2156,1
2157,6
2158,6
2159,3
2160,7
2161,3
2162,5
2163,0
2164,7
2165,0
2166,4
2167,3
2168,5
2169,6
2170,0
2171,1
2172,4
2173,7
2174,7
2175,7
2176,9
2177,6
2178,7
2179,4
2180,3
2181,5
2182,9
2183,4
2184,1
2185,8
2186,3
2187,5
2188,4
2189,7
2190,1
2191,1
2192,3
2193,7
2194,1
2195,9
2196,1
2197,1
2198,5
2199,3
2200,4
2201,1
2202,6
2203,4
2204,0
2205,2
2206,7
2207,3
2208,3
2209,1
2210,8
2211,4
2212,7
2213,5
2214,3
2215,5
2216,7
2217,2
2218,5
2219,0
2220,4
2221,0
2222,7
2223,1
2224,7
2225,8
2226,0
2227,3
2228,7
2229,0
2230,6
2231,0
2232,0
2233,6
2234,7
2235,7
2236,5
2237,8
2238,3
2239,8
2240,7
2241,8
2242,2
2243,7
2244,1
2245,7
2246,7
2247,0
2248,8
2249,1
2250,9
2251,7
2252,3
2253,7
2254,9
2255,2
2256,3
2257,2
2258,9
2259,7
2260,0
2261,9
2262,7
2263,8
2264,5
2265,3
2266,6
2267,0
2268,6
2269,2
2270,6
2271,6
2272,2
2273,5
2274,1
2275,7
2276,1
2277,9
2278,0
2279,8
2280,3
2281,3
2282,9
2283,7
2284,4
2285,9
2286,9
2287,3
2288,3
2289,1
2290,7
2291,6
2292,5
2293,7
2294,7
2295,0
2296,8
2297,2
2298,2
2299,1
2300,6
2301,1
2302,2
2303,2
2304,5
2305,8
2306,5
2307,4
2308,4
2309,4
2310,2
2311,4
2312,0
2313,7
2314,2
2315,0
2316,8
2317,5
2318,3
2319,0
2320,2
2321,2
2322,9
2323,5
2324,9
2325,7
2326,9
2327,3
2328,7
2329,1
2330,6
2331,2
2332,1
2333,1
2334,5
2335,9
2336,1
2337,8
2338,1
2339,0
2340,1
2341,9
2342,1
2343,2
2344,8
2345,4
2346,6
2347,7
2348,0
2349,5
2350,2
2351,0
2352,4
2353,6
2354,1
2355,2
2356,9
2357,7
2358,7
2359,7
2360,2
2361,3
2362,5
2363,0
2364,4
2365,4
2366,2
2367,4
2368,9
2369,4
2370,8
2371,0
2372,4
2373,2
2374,4
2375,9
2376,8
2377,1
2378,5
2379,2
2380,7
2381,3
2382,8
2383,0
2384,4
2385,6
2386,8
2387,2
2388,9
2389,0
2390,9
2391,9
2392,0
2393,9
2394,7
2395,2
2396,0
2397,5
2398,7
2399,7
2400,8
2401,5
2402,6
2403,0
2404,0
2405,4
2406,3
2407,4
2408,3
2409,8
2410,2
2411,8
2412,6
2413,6
2414,0
2415,8
2416,0
2417,0
2418,0
2419,5
2420,8
2421,9
2422,9
2423,7
2424,8
2425,7
2426,2
2427,8
2428,1
2429,5
2430,6
2431,1
2432,1
2433,0
2434,5
2435,6
2436,9
2437,6
2438,1
2439,2
2440,3
2441,2
2442,4
2443,3
2444,7
2445,1
2446,8
2447,3
2448,0
2449,7
2450,7
2451,6
2452,8
2453,7
2454,7
2455,9
2456,0
2457,9
2458,5
2459,4
2460,8
2461,2
2462,9
2463,1
2464,5
2465,8
2466,9
2467,9
2468,0
2469,0
2470,0
2471,5
2472,2
2473,0
2474,9
2475,2
2476,5
2477,8
2478,7
2479,4
2480,9
2481,0
2482,1
2483,1
2484,9
2485,2
2486,1
2487,5
2488,2
2489,2
2490,6
2491,7
2492,2
2493,7
2494,6
2495,2
2496,8
2497,8
2498,5
2499,4
2500,4
2501,6
2502,1
2503,4
2504,0
2505,5
2506,2
2507,6
2508,0
2509,8
2510,9
2511,0
2512,4
2513,0
2514,1
2515,4
2516,1
2517,4
2518,4
2519,1
2520,3
2521,8
2522,2
2523,3
2524,2
2525,5
2526,6
2527,4
2528,8
2529,2
2530,9
2531,5
2532,1
2533,9
2534,2
2535,6
2536,6
2537,2
2538,3
2539,0
2540,3
2541,8
2542,4
2543,1
2544,8
2545,2
2546,1
2547,3
2548,4
2549,9
2550,4
2551,5
2552,7
2553,9
2554,2
2555,9
2556,5
2557,6
2558,6
2559,0
2560,6
2561,3
2562,4
2563,5
2564,7
2565,3
2566,9
2567,6
2568,9
2569,9
2570,9
2571,2
2572,8
2573,4
2574,8
2575,3
2576,0
2577,5
2578,4
2579,3
2580,3
2581,1
2582,7
2583,5
2584,2
2585,1
2586,1
2587,7
2588,4
2589,0
2590,3
2591,3
2592,4
2593,4
2594,0
2595,2
2596,7
2597,0
2598,1
2599,3
2600,0
2601,9
2602,2
2603,2
2604,0
2605,6
2606,8
2607,6
2608,7
2609,8
2610,7
2611,2
2612,2
2613,7
2614,6
2615,1
2616,8
2617,4
2618,7
2619,0
2620,5
2621,7
2622,6
2623,3
2624,9
2625,4
2626,9
2627,8
2628,0
2629,5
2630,9
2631,1
2632,6
2633,9
2634,4
2635,4
2636,8
2637,0
2638,1
2639,8
2640,0
2641,4
2642,5
2643,8
2644,6
2645,6
2646,1
2647,9
2648,6
2649,5
2650,7
2651,5
2652,5
2653,7
2654,8
2655,9
2656,0
2657,5
2658,5
2659,2
2660,7
2661,0
2662,0
2663,1
2664,2
2665,1
2666,5
2667,4
2668,9
2669,8
2670,9
2671,5
2672,7
2673,4
2674,7
2675,4
2676,2
2677,4
2678,6
2679,1
2680,7
2681,7
2682,6
2683,3
2684,0
2685,7
2686,9
2687,0
2688,6
2689,5
2690,5
2691,4
2692,4
2693,4
2694,9
2695,7
2696,0
2697,6
2698,6
2699,3
2700,1
2701,5
2702,7
2703,4
2704,6
2705,6
2706,0
2707,8
2708,7
2709,6
2710,7
2711,0
2712,0
2713,7
2714,9
2715,4
2716,3
2717,5
2718,4
2719,3
2720,8
2721,6
2722,6
2723,8
2724,4
2725,1
2726,3
2727,1
2728,5
2729,7
2730,4
2731,9
2732,8
2733,6
2734,9
2735,3
2736,0
2737,4
2738,0
2739,9
2740,6
2741,3
2742,1
2743,0
2744,3
2745,7
2746,4
2747,3
2748,0
2749,3
2750,3
2751,1
2752,3
2753,2
2754,8
2755,3
2756,8
2757,1
2758,7
2759,3
2760,2
2761,9
2762,5
2763,7
2764,1
2765,3
2766,2
2767,3
2768,4
2769,1
2770,7
2771,9
2772,5
2773,1
2774,6
2775,5
2776,2
2777,6
2778,0
2779,1
2780,2
2781,4
2782,5
2783,4
2784,6
2785,9
2786,0
2787,1
2788,4
2789,7
2790,6
2791,5
2792,6
2793,3
2794,9
2795,5
2796,3
2797,7
2798,0
2799,3
2800,1
2801,9
2802,3
2803,2
2804,8
2805,1
2806,5
2807,4
2808,7
2809,7
2810,8
2811,1
2812,0
2813,9
2814,9
2815,4
2816,3
2817,9
2818,9
2819,0
2820,0
2821,6
2822,4
2823,9
2824,5
2825,6
2826,3
2827,5
2828,4
2829,1
2830,4
2831,3
2832,7
2833,6
2834,0
2835,5
2836,0
2837,4
2838,6
2839,0
2840,6
2841,0
2842,8
2843,2
2844,6
2845,4
2846,4
2847,4
2848,7
2849,1
2850,1
2851,4
2852,2
2853,3
2854,1
2855,9
2856,3
2857,0
2858,5
2859,9
2860,4
2861,4
2862,4
2863,1
2864,5
2865,5
2866,7
2867,1
2868,6
2869,4
2870,6
2871,7
2872,9
2873,7
2874,3
2875,1
2876,8
2877,9
2878,1
2879,8
2880,5
2881,3
2882,2
2883,5
2884,5
2885,7
2886,6
2887,5
2888,7
2889,0
2890,1
2891,4
2892,7
2893,0
2894,1
2895,6
2896,0
2897,0
2898,1
2899,2
2900,5
2901,7
2902,5
2903,4
2904,7
2905,9
2906,5
2907,0
2908,0
2909,9
2910,1
2911,3
2912,1
2913,9
2914,9
2915,2
2916,4
2917,2
2918,2
2919,6
2920,3
2921,3
2922,7
2923,0
2924,6
2925,6
2926,9
2927,7
2928,4
2929,8
2930,8
2931,6
2932,1
2933,3
2934,4
2935,1
2936,5
2937,4
2938,8
2939,0
2940,0
2941,9
2942,0
2943,9
2944,4
2945,3
2946,6
2947,7
2948,6
2949,0
2950,0
2951,7
2952,5
2953,7
2954,8
2955,6
2956,3
2957,9
2958,9
2959,4
2960,1
2961,5
2962,2
2963,6
2964,6
2965,8
2966,6
2967,0
2968,6
2969,3
2970,8
2971,6
2972,3
2973,3
2974,8
2975,2
2976,6
2977,8
2978,4
2979,0
2980,8
2981,2
2982,9
2983,1
2984,9
2985,2
2986,0
2987,0
2988,9
2989,8
2990,4
2991,2
2992,1
2993,0
2994,2
2995,6
2996,9
